Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year,Date
,,,,,1625000,,,,2019-01-17
Daihatsu,Used,Petrol,156000.0,Hijet,850000,Karachi,Cash,2013.0,2018-12-07
Audi,Used,Petrol,9800.0,A3,500000,Islamabad,Installment/Leasing,2007.0,2019-12-01
Suzuki,Used,CNG,99000.0,Mehran VXR,450000,Lahore,Cash,2010.0,2019-04-10
Mitsubishi,New,Hybrid,61000.0,I Mivec,725000,Karachi,Cash,2016.0,2019-02-18
Mercedes,Used,Petrol,62000.0,S Class,6000000,Karachi,Cash,2006.0,2019-09-15
Toyota,Used,Petrol,70000.0,Corolla XLI,1550000,Karachi,Cash,2014.0,2019-11-03
Toyota,New,Petrol,81000.0,Corolla XLI,1245000,Lahore,Cash,2009.0,2019-06-01
Toyota,New,Petrol,15635.0,Vitz,1500000,Faisalabad,Cash,2017.0,2018-09-18
Daihatsu,Used,Petrol,50000.0,Hijet,810000,Lahore,Cash,2011.0,2018-10-01
Suzuki,Used,Petrol,41673.0,Mehran VX,600000,Lahore,Cash,2015.0,2019-07-29
Other Brands,New,Petrol,1.0,Other,80000,Lahore,Cash,2018.0,2019-06-19
Honda,Used,CNG,200005.0,Civic VTi,520000,Karachi,Cash,1998.0,2019-10-21
Suzuki,Used,CNG,1234.0,Cultus VXR,720000,Karachi,Cash,2011.0,2019-02-04
Toyota,New,Petrol,78000.0,Corolla GLI,1385000,Islamabad,Cash,2010.0,2018-11-25
Toyota,Used,Diesel,200000.0,Hilux,1485000,,Cash,2000.0,2019-01-10
,,,,,190000,,,,2018-10-22
Honda,Used,Petrol,24000.0,City IVTEC,1800000,Lahore,Cash,2017.0,2019-01-26
Honda,Used,Petrol,60000.0,City IDSI,850000,Karachi,Cash,2008.0,2019-02-28
Suzuki,Used,Petrol,123456.0,Mehran VX,315000,Faisalabad,Cash,2005.0,2018-09-08
Suzuki,Used,CNG,33.0,Mehran VX,270000,Karachi,Cash,2004.0,2018-10-29
Toyota,Used,Petrol,90000.0,Corolla XLI,1255000,Karachi,Cash,2011.0,2018-12-15
Honda,New,Petrol,10.0,City IVTEC,1930000,,Cash,2018.0,2019-03-19
Honda,Used,Petrol,60000.0,City IDSI,850000,Karachi,Cash,2008.0,2019-06-22
Suzuki,Used,Petrol,123456.0,Mehran VX,315000,Faisalabad,Cash,2005.0,2019-04-06
Suzuki,Used,CNG,33.0,Mehran VX,270000,Karachi,Cash,2004.0,2018-09-28
Toyota,Used,Petrol,90000.0,Corolla XLI,1255000,Karachi,Cash,2011.0,2018-11-25
Honda,New,Petrol,10.0,City IVTEC,1930000,,Cash,2018.0,2019-10-05
Suzuki,New,Petrol,1.0,Every,1050000,,Cash,2014.0,2019-05-23
Suzuki,New,Petrol,25000.0,Cultus VXR,735000,Karachi,Cash,2011.0,2019-06-29
Toyota,Used,Petrol,220000.0,Corolla XLI,1095000,Lahore,Cash,2009.0,2019-08-14
Suzuki,Used,Petrol,100000.0,Mehran VXR,350000,Karachi,Cash,2008.0,2018-09-28
Honda,Used,Petrol,108500.0,Accord,870000,Karachi,Cash,2002.0,2019-11-04
Honda,New,Petrol,54000.0,City IVTEC,1625000,Lahore,Cash,2015.0,2019-06-12
Suzuki,Used,Petrol,85000.0,Cultus VXL,435000,Islamabad,Cash,2002.0,2018-09-18
Honda,Used,Petrol,85000.0,Civic VTi Oriel Prosmatec,1850000,Lahore,Cash,2013.0,2018-12-17
Suzuki,Used,Petrol,100000.0,Bolan,425000,Lahore,Cash,2008.0,2018-10-13
Toyota,Used,Petrol,98000.0,Corolla GLI,1225000,Karachi,Cash,2010.0,2018-08-25
Suzuki,Used,Petrol,39000.0,Bolan,620000,Lahore,Cash,2013.0,2019-08-30
Honda,New,Petrol,96000.0,City Vario,845000,Karachi,Cash,2006.0,2019-11-02
Toyota,New,Petrol,21500.0,Corolla XLI,1695000,Karachi,Cash,2016.0,2019-04-18
Toyota,Used,Petrol,3000.0,Corolla XLI,298000,Islamabad,Installment/Leasing,2018.0,2018-10-02
Honda,Used,CNG,180000.0,Civic EXi,430000,Nowshera,Cash,1995.0,2019-03-22
Suzuki,Used,CNG,73000.0,Bolan,395000,Karachi,Cash,2005.0,2019-07-01
Mitsubishi,New,Petrol,140000.0,Minica,710000,,Cash,2013.0,2018-11-14
Suzuki,Used,Petrol,55000.0,Alto,920000,Karachi,Cash,2012.0,2018-09-03
Suzuki,Used,CNG,98341.0,Bolan,490000,Karachi,Cash,2010.0,2018-11-03
Daihatsu,New,Petrol,4000.0,Move,1325000,,Cash,2017.0,2019-08-05
Honda,Used,Petrol,20000.0,N Box,1200000,Islamabad,Cash,2018.0,2018-08-15
Suzuki,New,CNG,60000.0,Mehran VXR,310000,Faisalabad,Cash,2004.0,2018-08-11
Suzuki,Used,Petrol,40000.0,Alto,100000,Islamabad,Installment/Leasing,2006.0,2018-09-24
Suzuki,Used,Petrol,100000.0,Mehran VX,250000,Multan,Cash,1992.0,2018-11-25
Toyota,Used,Petrol,68000.0,Prado,4000000,Karachi,Cash,2003.0,2019-08-02
Suzuki,Used,Petrol,50000.0,Khyber,130000,,Cash,1989.0,2019-08-20
Suzuki,New,Petrol,11.0,Mehran VXR,530000,Faisalabad,Installment/Leasing,2016.0,2019-09-07
Suzuki,New,Petrol,22000.0,Wagon R,1215000,Lahore,Cash,2017.0,2019-01-12
Suzuki,Used,Petrol,65000.0,Cultus VXR,750000,Multan,Cash,2011.0,2019-09-11
Suzuki,Used,CNG,81000.0,Mehran VX,415000,Karachi,Cash,2008.0,2018-09-08
Toyota,Used,Petrol,12311.0,Corrolla Altis,300000,Islamabad,Installment/Leasing,2017.0,2019-08-05
Toyota,Used,Petrol,52700.0,Prado,7850000,Lahore,Cash,2012.0,2019-11-07
Suzuki,Used,CNG,1.0,Alto,440000,Karachi,Cash,2008.0,2019-05-20
FAW,Used,Petrol,4300.0,V2,187000,Gujrat,Installment/Leasing,2018.0,2018-10-15
Toyota,Used,CNG,111111.0,Corolla XLI,960000,Rawalpindi,Cash,2006.0,2018-09-02
Toyota,New,Petrol,13000.0,Fortuner,4300000,Lahore,Cash,2013.0,2018-09-25
Honda,Used,Petrol,12500.0,City IVTEC,350000,Lahore,Installment/Leasing,2018.0,2018-12-24
Suzuki,New,Petrol,10000.0,Hustler,1390000,,Cash,2017.0,2019-07-04
Suzuki,New,Petrol,28000.0,Wagon R,1200000,Karachi,Cash,2018.0,2019-04-22
Toyota,Used,Petrol,78000.0,Corolla GLI,1499000,Lahore,Cash,2012.0,2019-01-18
Suzuki,Used,CNG,62000.0,Cultus VXR,850000,Lahore,Cash,2009.0,2018-09-04
Hyundai,Used,Petrol,100235.0,Santro,575000,Lahore,Cash,2005.0,2018-12-24
Suzuki,Used,Petrol,45000.0,Bolan,525000,Karachi,Cash,2004.0,2019-08-02
Suzuki,Used,Petrol,900009.0,Mehran VXR,310000,Rahimyar Khan,Cash,2006.0,2019-04-14
Toyota,Used,Petrol,66000.0,Corolla GLI,198000,Islamabad,Installment/Leasing,2013.0,2018-10-04
Suzuki,Used,CNG,105000.0,Cultus VXR,520000,Lahore,Cash,2007.0,2019-03-28
Suzuki,Used,Petrol,55000.0,Wagon R,1050000,Karachi,Cash,2015.0,2019-07-29
Honda,New,Hybrid,60245.0,Vezel,2685000,Islamabad,Cash,2014.0,2019-02-10
Suzuki,Used,Petrol,70000.0,Mehran VXR,470000,Karachi,Cash,2013.0,2019-07-11
Honda,New,Petrol,9000.0,N One,1425000,,Cash,2016.0,2019-04-06
Suzuki,Used,Petrol,28000.0,Wagon R,1180000,Lahore,Cash,2016.0,2018-11-22
Suzuki,Used,CNG,120000.0,FX,160000,Karachi,Cash,1988.0,2019-05-24
Toyota,Used,Petrol,150000.0,Corolla XLI,1225000,Islamabad,Cash,2009.0,2019-03-20
Suzuki,New,Petrol,59000.0,Alto,645000,Lahore,Cash,2007.0,2019-03-25
Toyota,New,Petrol,10600.0,Corolla GLI,2150000,Lahore,Cash,2017.0,2018-11-12
Suzuki,Used,Petrol,90000.0,Alto,465000,Lahore,Cash,2007.0,2019-12-08
Honda,Used,Petrol,32000.0,Civic VTi,1775000,Karachi,Cash,2015.0,2019-11-13
Suzuki,Used,Petrol,40000.0,Wagon R,1200000,Islamabad,Cash,2017.0,2019-09-21
Daihatsu,New,Petrol,81000.0,Mira,960000,Lahore,Cash,2011.0,2019-08-10
Suzuki,Used,Petrol,24000.0,Wagon R,1270000,,Cash,2015.0,2019-09-06
Subaru,Used,CNG,13311.0,Other,200000,Islamabad,Installment/Leasing,2017.0,2019-09-25
Honda,Used,Petrol,78000.0,City IDSI,1015000,Karachi,Cash,2008.0,2019-11-25
Suzuki,Used,CNG,95000.0,Mehran VXR,420000,Islamabad,Cash,2007.0,2019-02-24
Suzuki,Used,Petrol,88000.0,Mehran VX,350000,Lahore,Cash,2006.0,2019-04-25
Toyota,Used,Petrol,85000.0,Corolla GLI,1825000,Lahore,Cash,2015.0,2019-09-14
Toyota,New,Petrol,130000.0,Corolla GLI,1600000,Islamabad,Cash,2012.0,2019-01-26
Suzuki,Used,CNG,77000.0,Cultus VXR,725000,Lahore,Cash,2008.0,2019-10-30
Honda,Used,Petrol,86000.0,City IDSI,620000,Karachi,Cash,2005.0,2018-11-30
Suzuki,Used,Petrol,45000.0,Cultus VXL,750000,Lahore,Cash,2007.0,2018-12-12
Honda,Used,Petrol,60000.0,City IVTEC,1750000,Lahore,Cash,2016.0,2018-10-07
Suzuki,Used,CNG,100000.0,Bolan,340000,Lahore,Cash,2004.0,2019-03-16
Suzuki,Used,Petrol,75000.0,Cultus VXR,725000,Islamabad,Cash,2009.0,2019-04-27
Suzuki,New,CNG,70000.0,Cultus VXR,535000,Lahore,Cash,2007.0,2019-08-06
Daihatsu,Used,Petrol,235628.0,Charade,173000,Lahore,Cash,1985.0,2018-12-21
Subaru,New,Petrol,7587.0,Other,234222,Islamabad,Installment/Leasing,2017.0,2019-02-16
Suzuki,Used,Petrol,12345.0,Mehran VX,310000,Karachi,Cash,2007.0,2019-06-18
Toyota,Used,Petrol,142309.0,Corrolla Altis,1050000,Lahore,Cash,2007.0,2019-06-30
Honda,Used,Petrol,43000.0,N Wgn,1390000,,Cash,2015.0,2019-01-02
Daihatsu,Used,CNG,10000.0,Charade,125000,Karachi,Cash,1983.0,2019-11-21
Daihatsu,Used,CNG,137000.0,Cuore,500000,Karachi,Cash,2008.0,2019-04-20
Hyundai,Used,Petrol,200000.0,Santro,430000,Karachi,Cash,2006.0,2019-05-05
Toyota,Used,Petrol,28500.0,Vitz,1600000,Karachi,Cash,2014.0,2019-06-02
Toyota,New,Petrol,65000.0,Vitz,1150000,Lahore,Cash,2014.0,2019-11-16
Suzuki,Used,CNG,140000.0,Alto,570000,Lahore,Cash,2009.0,2018-08-20
Daihatsu,New,Petrol,30000.0,Move,1275000,,Cash,2015.0,2019-01-11
Suzuki,New,Petrol,89900.0,Swift,875500,Karachi,Cash,2011.0,2018-11-11
Suzuki,Used,CNG,56430.0,Mehran VX,445000,Lahore,Cash,2008.0,2019-05-20
Suzuki,Used,Petrol,84181.0,Carry,570000,Lahore,Cash,2011.0,2019-07-20
Daihatsu,Used,Petrol,8000.0,Cast,1370000,,Cash,2015.0,2019-03-18
Toyota,Used,Petrol,85700.0,Crown,1300000,Karachi,Cash,1992.0,2019-02-12
Other Brands,Used,Petrol,15.0,Other,195000,Lahore,Cash,1991.0,2019-03-04
Honda,Used,Petrol,150000.0,Civic VTi Oriel Prosmatec,1125000,Lahore,Cash,2008.0,2019-05-13
Suzuki,New,Petrol,100000.0,Every,625000,Lahore,Cash,2009.0,2019-05-28
Suzuki,Used,CNG,67041.0,Mehran VX,330000,,Cash,2002.0,2019-06-30
Suzuki,Used,Petrol,20000.0,Bolan,150000,Rawalpindi,Installment/Leasing,2010.0,2018-11-14
Suzuki,Used,Petrol,1.0,Alto,635000,Karachi,Cash,2010.0,2019-06-08
Suzuki,Used,Petrol,11000.0,Wagon R,1230000,Lahore,Cash,2017.0,2018-09-18
Toyota,New,Petrol,1.0,Corolla GLI,2350000,,Cash,2018.0,2019-03-25
Toyota,Used,Petrol,120.0,Porte,100000,Lahore,Installment/Leasing,2017.0,2018-10-25
Toyota,New,Petrol,27500.0,Corolla GLI,1325000,Lahore,Cash,2018.0,2019-05-13
Suzuki,Used,Petrol,33451.0,Every,200000,Islamabad,Installment/Leasing,2012.0,2019-06-16
Suzuki,Used,Petrol,72000.0,Alto,650000,Lahore,Cash,2012.0,2019-10-21
Daihatsu,Used,Petrol,35000.0,Mira,1150000,Lahore,Cash,2014.0,2019-08-26
Toyota,Used,Petrol,66000.0,Vitz,112000,Islamabad,Installment/Leasing,2008.0,2018-08-28
Suzuki,Used,CNG,123456.0,Mehran VX,400000,Peshawar,Cash,2007.0,2019-12-08
Mitsubishi,Used,CNG,4867.0,Pajero,230000,Islamabad,Cash,2013.0,2019-05-28
Honda,Used,Petrol,110000.0,Civic EXi,560000,Faisalabad,Cash,1996.0,2019-01-01
Suzuki,Used,Petrol,34000.0,Swift,1400000,Lahore,Cash,2017.0,2019-12-11
Mitsubishi,Used,Petrol,150000.0,Pajero Mini,600000,Rawalpindi,Cash,1998.0,2018-08-24
Suzuki,Used,Petrol,58000.0,Swift,1290000,Karachi,Cash,2013.0,2018-12-07
Honda,New,Hybrid,69845.0,Fit,2250000,,Cash,2015.0,2018-08-31
Suzuki,New,Petrol,1.0,Cultus VXR,720000,Karachi,Cash,2011.0,2018-08-22
Suzuki,New,CNG,58000.0,Alto,570000,Karachi,Cash,2010.0,2019-10-03
Suzuki,New,Petrol,1.0,Cultus VXR,720000,Karachi,Cash,2011.0,2019-12-08
Suzuki,New,CNG,58000.0,Alto,570000,Karachi,Cash,2010.0,2019-06-10
Toyota,Used,Petrol,160000.0,Corolla XLI,1125000,Islamabad,Cash,2009.0,2019-10-12
Daihatsu,Used,Petrol,99999.0,Move,130000,,Cash,2015.0,2019-09-27
Honda,Used,Petrol,36000.0,Fit,2000000,Islamabad,Cash,2015.0,2018-12-27
Toyota,Used,Petrol,20000.0,Corolla 2.0 D,750000,Lahore,Cash,2002.0,2019-08-07
Suzuki,Used,Petrol,90000.0,Swift,1180000,Lahore,Cash,2014.0,2019-03-06
Toyota,Used,Petrol,786.0,Corolla GLI,850000,Karachi,Cash,1999.0,2019-09-30
Suzuki,Used,CNG,100000.0,Mehran VXR,470000,Islamabad,Cash,2008.0,2019-05-10
Mitsubishi,Used,Petrol,9800.0,Pajero,389999,Islamabad,Cash,2009.0,2018-10-12
Suzuki,Used,CNG,80000.0,Alto,510000,Karachi,Cash,2011.0,2019-01-14
Suzuki,Used,Petrol,88000.0,Cultus VXR,850000,Lahore,Cash,2012.0,2019-12-18
Suzuki,Used,CNG,123456.0,FX,125000,Karachi,Cash,1987.0,2019-11-13
Toyota,Used,Petrol,36000.0,Passo,1375000,Karachi,Cash,2014.0,2019-02-24
Suzuki,New,Petrol,6000.0,Wagon R,1190000,,Cash,2018.0,2018-08-31
Daihatsu,Used,Petrol,60000.0,Cuore,690000,Islamabad,Cash,2008.0,2019-10-22
Suzuki,Used,CNG,34212.0,Bolan,160000,Islamabad,Installment/Leasing,2012.0,2019-10-13
Suzuki,Used,Petrol,55000.0,Bolan,630000,Islamabad,Cash,2013.0,2019-11-22
Toyota,Used,Petrol,28500.0,Vitz,1600000,Karachi,Cash,2014.0,2019-03-13
Toyota,New,Petrol,65000.0,Vitz,1150000,Lahore,Cash,2014.0,2019-03-06
Suzuki,Used,CNG,140000.0,Alto,570000,Lahore,Cash,2009.0,2019-10-08
Daihatsu,New,Petrol,30000.0,Move,1275000,,Cash,2015.0,2019-11-12
Suzuki,New,Petrol,89900.0,Swift,875500,Karachi,Cash,2011.0,2018-11-15
Suzuki,Used,CNG,56430.0,Mehran VX,445000,Lahore,Cash,2008.0,2019-02-08
Suzuki,Used,Petrol,84181.0,Carry,570000,Lahore,Cash,2011.0,2019-11-11
Daihatsu,Used,Petrol,8000.0,Cast,1370000,,Cash,2015.0,2019-02-10
Toyota,Used,Petrol,85700.0,Crown,1300000,Karachi,Cash,1992.0,2018-12-29
Other Brands,Used,Petrol,15.0,Other,195000,Lahore,Cash,1991.0,2018-08-12
Honda,Used,Petrol,150000.0,Civic VTi Oriel Prosmatec,1125000,Lahore,Cash,2008.0,2018-09-21
Suzuki,New,Petrol,100000.0,Every,625000,Lahore,Cash,2009.0,2018-10-30
Suzuki,Used,CNG,67041.0,Mehran VX,330000,,Cash,2002.0,2019-04-04
Suzuki,Used,Petrol,20000.0,Bolan,150000,Rawalpindi,Installment/Leasing,2010.0,2019-11-25
Suzuki,Used,Petrol,1.0,Alto,635000,Karachi,Cash,2010.0,2019-06-23
Suzuki,Used,Petrol,11000.0,Wagon R,1230000,Lahore,Cash,2017.0,2018-10-22
Toyota,New,Petrol,1.0,Corolla GLI,2350000,,Cash,2018.0,2018-09-03
Toyota,Used,Petrol,120.0,Porte,100000,Lahore,Installment/Leasing,2017.0,2019-09-10
Toyota,New,Petrol,27500.0,Corolla GLI,1325000,Lahore,Cash,2018.0,2018-12-08
Suzuki,Used,Petrol,33451.0,Every,200000,Islamabad,Installment/Leasing,2012.0,2019-01-27
Suzuki,Used,Petrol,72000.0,Alto,650000,Lahore,Cash,2012.0,2018-09-18
Daihatsu,Used,Petrol,35000.0,Mira,1150000,Lahore,Cash,2014.0,2018-08-30
Toyota,Used,Petrol,66000.0,Vitz,112000,Islamabad,Installment/Leasing,2008.0,2018-11-09
Suzuki,Used,CNG,123456.0,Mehran VX,400000,Peshawar,Cash,2007.0,2018-12-02
Mitsubishi,Used,CNG,4867.0,Pajero,230000,Islamabad,Cash,2013.0,2019-07-05
Honda,Used,Petrol,110000.0,Civic EXi,560000,Faisalabad,Cash,1996.0,2019-11-08
Suzuki,Used,Petrol,34000.0,Swift,1400000,Lahore,Cash,2017.0,2019-01-11
Mitsubishi,Used,Petrol,150000.0,Pajero Mini,600000,Rawalpindi,Cash,1998.0,2019-02-03
Suzuki,Used,Petrol,58000.0,Swift,1290000,Karachi,Cash,2013.0,2019-01-19
Honda,New,Hybrid,69845.0,Fit,2250000,,Cash,2015.0,2019-05-12
Suzuki,New,Petrol,1.0,Cultus VXR,720000,Karachi,Cash,2011.0,2019-12-16
Suzuki,New,CNG,58000.0,Alto,570000,Karachi,Cash,2010.0,2019-05-03
Toyota,Used,Petrol,160000.0,Corolla XLI,1125000,Islamabad,Cash,2009.0,2018-11-23
Daihatsu,Used,Petrol,99999.0,Move,130000,,Cash,2015.0,2019-02-15
Honda,Used,Petrol,36000.0,Fit,2000000,Islamabad,Cash,2015.0,2018-12-20
Toyota,Used,Petrol,20000.0,Corolla 2.0 D,750000,Lahore,Cash,2002.0,2018-10-03
Suzuki,Used,Petrol,90000.0,Swift,1180000,Lahore,Cash,2014.0,2018-09-29
Toyota,Used,Petrol,786.0,Corolla GLI,850000,Karachi,Cash,1999.0,2019-01-18
Honda,Used,Petrol,36000.0,Fit,2000000,Islamabad,Cash,2015.0,2019-05-09
Toyota,Used,Petrol,20000.0,Corolla 2.0 D,750000,Lahore,Cash,2002.0,2019-07-22
Suzuki,Used,Petrol,90000.0,Swift,1180000,Lahore,Cash,2014.0,2018-12-30
Toyota,Used,Petrol,786.0,Corolla GLI,850000,Karachi,Cash,1999.0,2019-05-23
Suzuki,Used,CNG,100000.0,Mehran VXR,470000,Islamabad,Cash,2008.0,2018-12-29
Mitsubishi,Used,Petrol,9800.0,Pajero,389999,Islamabad,Cash,2009.0,2019-07-02
Suzuki,Used,CNG,80000.0,Alto,510000,Karachi,Cash,2011.0,2018-12-30
Suzuki,Used,Petrol,88000.0,Cultus VXR,850000,Lahore,Cash,2012.0,2019-02-15
Suzuki,Used,CNG,123456.0,FX,125000,Karachi,Cash,1987.0,2019-05-28
Toyota,Used,Petrol,36000.0,Passo,1375000,Karachi,Cash,2014.0,2019-08-11
Suzuki,New,Petrol,6000.0,Wagon R,1190000,,Cash,2018.0,2019-02-03
Daihatsu,Used,Petrol,60000.0,Cuore,690000,Islamabad,Cash,2008.0,2019-01-06
Suzuki,Used,CNG,34212.0,Bolan,160000,Islamabad,Installment/Leasing,2012.0,2019-01-19
Suzuki,Used,Petrol,55000.0,Bolan,630000,Islamabad,Cash,2013.0,2019-07-30
Toyota,Used,Hybrid,12311.0,Prius,300000,Islamabad,Installment/Leasing,2015.0,2018-09-13
Toyota,New,Petrol,10.0,Corrolla Altis,2700000,Lahore,Cash,2018.0,2019-06-28
Honda,New,Petrol,52202.0,City IVTEC,139500,Lahore,Cash,2012.0,2019-10-29
Daewoo,Used,CNG,153000.0,Racer,320000,Lahore,Cash,1998.0,2019-01-15
Toyota,Used,Petrol,40500.0,Vitz,1360000,Lahore,Cash,2016.0,2019-02-22
Suzuki,New,Petrol,46000.0,Cultus VXL,600000,Karachi,Cash,2006.0,2019-08-26
Suzuki,Used,CNG,123456.0,Mehran VX,215000,Lahore,Cash,1991.0,2019-06-13
Toyota,Used,Petrol,20.0,Passo,800000,Peshawar,Cash,2005.0,2019-03-26
Suzuki,New,Petrol,55000.0,Alto Lapin,1075000,,Cash,2015.0,2019-05-10
Hyundai,Used,CNG,6500.0,Sonata,180000,Islamabad,Installment/Leasing,2006.0,2019-03-11
Suzuki,Used,CNG,48000.0,Alto,485000,Lahore,Cash,2007.0,2018-12-10
Mitsubishi,Used,Petrol,6100.0,EK Custom,1175000,,Cash,2014.0,2019-02-21
Suzuki,Used,Petrol,17000.0,Cultus VXL,975000,Lahore,Cash,2015.0,2018-09-27
Suzuki,Used,Petrol,85000.0,Alto,650000,Lahore,Cash,2012.0,2019-02-08
Toyota,New,Hybrid,127000.0,Prius,2195000,,Cash,2014.0,2019-09-07
Toyota,New,Hybrid,60000.0,Prius,2200000,Islamabad,Cash,2014.0,2019-10-30
Toyota,Used,Petrol,108000.0,Corolla GLI,1450000,Lahore,Cash,2012.0,2019-10-15
Toyota,Used,Petrol,66600.0,Corolla GLI,1555000,Lahore,Cash,2013.0,2018-11-19
Suzuki,Used,CNG,57000.0,Khyber,460000,Islamabad,Cash,1993.0,2018-12-29
Suzuki,New,Petrol,29000.0,Cultus VXR,1125000,Lahore,Cash,2016.0,2018-08-12
Toyota,New,Hybrid,88000.0,Sienta,2650000,,Cash,2015.0,2019-11-20
Suzuki,Used,CNG,40000.0,Mehran VX,520000,Islamabad,Cash,2010.0,2019-11-16
Land Rover,Used,Petrol,45000.0,Other,228000,Islamabad,Installment/Leasing,2015.0,2019-06-05
Nissan,Used,Petrol,51500.0,Otti,790000,Karachi,Cash,2013.0,2019-03-22
Suzuki,New,Petrol,70000.0,Swift,960000,Lahore,Cash,2011.0,2018-11-26
Toyota,Used,CNG,60000.0,Vitz,765000,Karachi,Cash,2012.0,2019-06-30
Suzuki,Used,CNG,50000.0,Mehran VX,420000,Rawalpindi,Cash,2008.0,2019-10-03
Honda,Used,Petrol,93000.0,City IVTEC,1470000,Lahore,Cash,2014.0,2019-02-24
Suzuki,Used,Petrol,109000.0,Cultus VXR,700000,Karachi,Cash,2011.0,2019-10-30
Toyota,Used,Hybrid,60000.0,Aqua,1650000,Islamabad,Cash,2012.0,2018-10-29
Suzuki,Used,CNG,37000.0,Mehran VX,490000,Lahore,Cash,2014.0,2019-10-09
Toyota,New,Petrol,75000.0,Rush,2675000,,Cash,2014.0,2019-01-25
Honda,Used,Petrol,86000.0,Civic VTi Oriel,1335000,Islamabad,Cash,2010.0,2019-02-15
Toyota,Used,Petrol,80000.0,Belta,895000,Karachi,Cash,2007.0,2018-11-02
Suzuki,Used,Petrol,71230.0,Every,820000,Lahore,Cash,2010.0,2019-12-02
Honda,Used,Petrol,105000.0,City IVTEC,1600000,Islamabad,Installment/Leasing,2016.0,2019-05-24
Toyota,New,Petrol,13000.0,Corolla GLI,2275000,,Cash,2018.0,2019-11-08
Suzuki,Used,Petrol,1.0,Cultus VXR,530000,Karachi,Cash,2007.0,2018-11-26
Toyota,Used,CNG,185000.0,Corolla XLI,1265000,Multan,Cash,2011.0,2019-06-14
Toyota,Used,Petrol,150000.0,Corolla GLI,1220000,Lahore,Cash,2010.0,2018-08-26
Suzuki,Used,CNG,181818.0,Mehran VX,210000,Karachi,Cash,1999.0,2019-07-25
Other Brands,Used,Hybrid,45000.0,Other,310000,Karachi,Cash,2007.0,2018-12-15
Toyota,Used,CNG,370000.0,Corolla XE,265000,Karachi,Cash,1986.0,2018-12-29
Toyota,Used,Petrol,92000.0,Prius,1724555,Lahore,Cash,2010.0,2018-11-25
Honda,Used,Petrol,96000.0,Civic VTi Oriel Prosmatec,105000,Lahore,Cash,2006.0,2019-02-25
Mazda,Used,CNG,6500.0,Flair,200000,Islamabad,Installment/Leasing,2016.0,2018-08-12
Suzuki,Used,CNG,136000.0,Cultus VXR,530000,Karachi,Cash,2008.0,2019-10-30
Suzuki,Used,Petrol,110.0,Alto,100000,Lahore,Installment/Leasing,2018.0,2019-05-14
Nissan,Used,Petrol,51500.0,Otti,790000,Karachi,Cash,2013.0,2019-03-19
Suzuki,New,Petrol,70000.0,Swift,960000,Lahore,Cash,2011.0,2018-12-13
Toyota,Used,CNG,60000.0,Vitz,765000,Karachi,Cash,2012.0,2018-08-11
Suzuki,Used,CNG,50000.0,Mehran VX,420000,Rawalpindi,Cash,2008.0,2019-06-13
Honda,Used,Petrol,93000.0,City IVTEC,1470000,Lahore,Cash,2014.0,2019-07-10
Suzuki,Used,Petrol,109000.0,Cultus VXR,700000,Karachi,Cash,2011.0,2018-08-08
Toyota,Used,Hybrid,60000.0,Aqua,1650000,Islamabad,Cash,2012.0,2019-03-29
Suzuki,Used,CNG,37000.0,Mehran VX,490000,Lahore,Cash,2014.0,2019-09-15
Toyota,New,Petrol,75000.0,Rush,2675000,,Cash,2014.0,2018-11-25
Honda,Used,Petrol,86000.0,Civic VTi Oriel,1335000,Islamabad,Cash,2010.0,2019-07-13
Toyota,Used,Petrol,80000.0,Belta,895000,Karachi,Cash,2007.0,2019-11-28
Suzuki,Used,Petrol,111111.0,Cultus VXR,350000,Karachi,Cash,2011.0,2019-04-24
Suzuki,Used,CNG,73000.0,Mehran VX,490000,Lahore,Cash,2014.0,2019-08-17
Toyota,New,Petrol,15.0,Corolla GLI,2315000,,Cash,2018.0,2018-11-20
Other Brands,Used,Hybrid,45000.0,Other,310000,Karachi,Cash,2007.0,2018-10-12
Toyota,Used,CNG,370000.0,Corolla XE,265000,Karachi,Cash,1986.0,2018-12-24
Toyota,Used,Petrol,92000.0,Prius,1724555,Lahore,Cash,2010.0,2019-03-03
Honda,Used,Petrol,96000.0,Civic VTi Oriel Prosmatec,105000,Lahore,Cash,2006.0,2019-05-26
Mazda,Used,CNG,6500.0,Flair,200000,Islamabad,Installment/Leasing,2016.0,2019-12-08
Suzuki,Used,CNG,136000.0,Cultus VXR,530000,Karachi,Cash,2008.0,2019-03-22
Suzuki,Used,Petrol,110.0,Alto,100000,Lahore,Installment/Leasing,2018.0,2019-03-29
Nissan,Used,Petrol,51500.0,Otti,790000,Karachi,Cash,2013.0,2019-10-26
Suzuki,New,Petrol,70000.0,Swift,960000,Lahore,Cash,2011.0,2019-03-12
Toyota,Used,CNG,60000.0,Vitz,765000,Karachi,Cash,2012.0,2018-10-15
Suzuki,Used,CNG,50000.0,Mehran VX,420000,Rawalpindi,Cash,2008.0,2019-08-30
Honda,Used,Petrol,93000.0,City IVTEC,1470000,Lahore,Cash,2014.0,2019-07-20
Suzuki,Used,Petrol,109000.0,Cultus VXR,700000,Karachi,Cash,2011.0,2019-09-30
Toyota,Used,Hybrid,60000.0,Aqua,1650000,Islamabad,Cash,2012.0,2019-06-18
